SITE,PLOT,TREAT,LINE,HEIGHT
DALTON,47_2,2,2,6
DALTON,47_2,2,2,1
DALTON,47_2,2,2,0
DALTON,47_2,2,2,2
DALTON,47_2,2,2,4
DALTON,47_2,2,2,140
DALTON,47_2,2,2,3
DALTON,47_2,2,2,NA
DALTON,37_3,3,1,1
DALTON,37_3,3,1,10
DALTON,37_3,3,1,1
DALTON,37_3,3,1,7
DALTON,37_3,3,1,1
DALTON,37_3,3,1,7
DALTON,37_3,3,1,10
DALTON,37_3,3,1,3
DALTON,37_3,3,1,13
DALTON,37_3,3,1,7
DALTON,37_3,3,1,13
DALTON,37_3,3,1,64
DALTON,37_3,3,1,4
DALTON,37_3,3,1,10
DALTON,37_3,3,1,9
DALTON,37_3,3,2,1
DALTON,37_3,3,2,12
DALTON,37_3,3,2,2
DALTON,37_3,3,2,6
DALTON,37_3,3,2,2
DALTON,37_3,3,2,1
DALTON,37_3,3,2,16
DALTON,37_3,3,2,78
DALTON,37_3,3,2,5
DALTON,37_3,3,2,8
DALTON,37_3,3,2,12
DALTON,37_3,3,2,4
DALTON,37_3,3,2,5
DALTON,37_3,3,2,11
DALTON,37_3,3,2,6
DALTON,15_3,3,1,5
DALTON,15_3,3,1,32
DALTON,15_3,3,1,1
DALTON,15_3,3,1,40
DALTON,15_3,3,1,57
DALTON,15_3,3,1,4
DALTON,15_3,3,1,15
DALTON,15_3,3,1,16
DALTON,15_3,3,1,12
DALTON,15_3,3,1,7
DALTON,15_3,3,1,8
DALTON,15_3,3,1,46
DALTON,15_3,3,1,4
DALTON,15_3,3,1,3
DALTON,15_3,3,1,17
DALTON,15_3,3,2,12
DALTON,15_3,3,2,10
DALTON,15_3,3,2,6
DALTON,15_3,3,2,2
DALTON,15_3,3,2,5
DALTON,15_3,3,2,4
DALTON,15_3,3,2,5
DALTON,15_3,3,2,12
DALTON,15_3,3,2,20
DALTON,15_3,3,2,26
DALTON,15_3,3,2,9
DALTON,15_3,3,2,30
DALTON,15_3,3,2,4
DALTON,15_3,3,2,7
DALTON,15_3,3,2,2
DALTON,55_3,3,1,7
DALTON,55_3,3,1,6
DALTON,55_3,3,1,20
DALTON,55_3,3,1,64
DALTON,55_3,3,1,46
DALTON,55_3,3,1,6
DALTON,55_3,3,1,4
DALTON,55_3,3,1,3
DALTON,55_3,3,1,3
DALTON,55_3,3,1,2
DALTON,55_3,3,1,9
DALTON,55_3,3,1,10
DALTON,55_3,3,1,7
DALTON,55_3,3,1,30
DALTON,55_3,3,1,8
DALTON,55_3,3,2,2
DALTON,55_3,3,2,20
DALTON,55_3,3,2,1
DALTON,55_3,3,2,6
DALTON,55_3,3,2,4
DALTON,55_3,3,2,6
DALTON,55_3,3,2,1
DALTON,55_3,3,2,3
DALTON,55_3,3,2,2
DALTON,55_3,3,2,14
DALTON,55_3,3,2,6
DALTON,55_3,3,2,2
DALTON,55_3,3,2,4
DALTON,55_3,3,2,16
DALTON,55_3,3,2,17
DALTON,54_3,3,1,6
DALTON,54_3,3,1,4
DALTON,54_3,3,1,4
DALTON,54_3,3,1,3
DALTON,54_3,3,1,6
DALTON,54_3,3,1,16
DALTON,54_3,3,1,6
DALTON,54_3,3,1,3
DALTON,54_3,3,1,1
DALTON,54_3,3,1,9
DALTON,54_3,3,1,5
DALTON,54_3,3,1,4
DALTON,54_3,3,1,47
DALTON,54_3,3,1,4
DALTON,54_3,3,1,7
DALTON,54_3,3,2,4
DALTON,54_3,3,2,3
DALTON,54_3,3,2,5
DALTON,54_3,3,2,3
DALTON,54_3,3,2,2
DALTON,54_3,3,2,4
DALTON,54_3,3,2,5
DALTON,54_3,3,2,3
DALTON,54_3,3,2,1
DALTON,54_3,3,2,4
DALTON,54_3,3,2,7
DALTON,54_3,3,2,10
DALTON,54_3,3,2,2
DALTON,54_3,3,2,2
DALTON,54_3,3,2,3
DALTON,14_3,3,1,1
DALTON,14_3,3,1,26
DALTON,14_3,3,1,3
DALTON,14_3,3,1,7
DALTON,14_3,3,1,1
DALTON,14_3,3,1,3
DALTON,14_3,3,1,2
DALTON,14_3,3,1,1
DALTON,14_3,3,1,3
DALTON,14_3,3,1,2
DALTON,14_3,3,1,17
DALTON,14_3,3,1,12
DALTON,14_3,3,1,4
DALTON,14_3,3,1,4
DALTON,14_3,3,1,2
DALTON,14_3,3,2,15
DALTON,14_3,3,2,4
DALTON,14_3,3,2,19
DALTON,14_3,3,2,14
DALTON,14_3,3,2,5
DALTON,14_3,3,2,3
DALTON,14_3,3,2,1
DALTON,14_3,3,2,1
DALTON,14_3,3,2,3
DALTON,14_3,3,2,6
DALTON,14_3,3,2,5
DALTON,14_3,3,2,1
DALTON,14_3,3,2,3
DALTON,14_3,3,2,12
DALTON,14_3,3,2,3
DALTON,7_3,3,1,19
DALTON,7_3,3,1,6
DALTON,7_3,3,1,3
DALTON,7_3,3,1,1
DALTON,7_3,3,1,3
DALTON,7_3,3,1,6
DALTON,7_3,3,1,1
DALTON,7_3,3,1,3
DALTON,7_3,3,1,8
DALTON,7_3,3,1,3
DALTON,7_3,3,1,1
DALTON,7_3,3,1,1
DALTON,7_3,3,1,16
DALTON,7_3,3,1,4
DALTON,7_3,3,1,9
DALTON,7_3,3,2,4
DALTON,7_3,3,2,56
DALTON,7_3,3,2,3
DALTON,7_3,3,2,22
DALTON,7_3,3,2,5
DALTON,7_3,3,2,4
DALTON,7_3,3,2,1
DALTON,7_3,3,2,1
DALTON,7_3,3,2,14
DALTON,7_3,3,2,4
DALTON,7_3,3,2,14
DALTON,7_3,3,2,2
DALTON,7_3,3,2,10
DALTON,7_3,3,2,1
DALTON,7_3,3,2,2
DALTON,12_1,1,1,34
DALTON,12_1,1,1,8
DALTON,12_1,1,1,5
DALTON,12_1,1,1,14
DALTON,12_1,1,1,17
DALTON,12_1,1,1,17
DALTON,12_1,1,1,107
DALTON,12_1,1,1,7
DALTON,12_1,1,1,23
DALTON,12_1,1,1,9
DALTON,12_1,1,1,0
DALTON,12_1,1,1,4
DALTON,12_1,1,1,4
DALTON,12_1,1,1,23
DALTON,12_1,1,1,22
DALTON,12_1,1,2,7
DALTON,12_1,1,2,17
DALTON,12_1,1,2,33
DALTON,12_1,1,2,145
DALTON,12_1,1,2,52
DALTON,12_1,1,2,8
DALTON,12_1,1,2,5
DALTON,12_1,1,2,40
DALTON,12_1,1,2,22
DALTON,12_1,1,2,19
DALTON,12_1,1,2,16
DALTON,12_1,1,2,17
DALTON,12_1,1,2,67
DALTON,12_1,1,2,25
DALTON,12_1,1,2,4
DALTON,50_1,1,1,34
DALTON,50_1,1,1,2
DALTON,50_1,1,1,26
DALTON,50_1,1,1,12
DALTON,50_1,1,1,55
DALTON,50_1,1,1,24
DALTON,50_1,1,1,53
DALTON,50_1,1,1,28
DALTON,50_1,1,1,16
DALTON,50_1,1,1,33
DALTON,50_1,1,1,19
DALTON,50_1,1,1,27
DALTON,50_1,1,1,19
DALTON,50_1,1,1,31
DALTON,50_1,1,1,4
DALTON,50_1,1,2,94
DALTON,50_1,1,2,7
DALTON,50_1,1,2,103
DALTON,50_1,1,2,9
DALTON,50_1,1,2,44
DALTON,50_1,1,2,14
DALTON,50_1,1,2,6
DALTON,50_1,1,2,39
DALTON,50_1,1,2,106
DALTON,50_1,1,2,37
DALTON,50_1,1,2,17
DALTON,50_1,1,2,68
DALTON,50_1,1,2,38
DALTON,50_1,1,2,26
DALTON,50_1,1,2,25
DALTON,64_1,1,1,41
DALTON,64_1,1,1,38
DALTON,64_1,1,1,10
DALTON,64_1,1,1,31
DALTON,64_1,1,1,39
DALTON,64_1,1,1,8
DALTON,64_1,1,1,44
DALTON,64_1,1,1,17
DALTON,64_1,1,1,19
DALTON,64_1,1,1,36
DALTON,64_1,1,1,18
DALTON,64_1,1,1,67
DALTON,64_1,1,1,30
DALTON,64_1,1,1,0
DALTON,64_1,1,1,16
DALTON,64_1,1,2,30
DALTON,64_1,1,2,26
DALTON,64_1,1,2,13
DALTON,64_1,1,2,10
DALTON,64_1,1,2,37
DALTON,64_1,1,2,17
DALTON,64_1,1,2,33
DALTON,64_1,1,2,7
DALTON,64_1,1,2,53
DALTON,64_1,1,2,27
DALTON,64_1,1,2,8
DALTON,64_1,1,2,43
DALTON,64_1,1,2,20
DALTON,64_1,1,2,64
DALTON,64_1,1,2,36
DALTON,65_1,1,1,16
DALTON,65_1,1,1,4
DALTON,65_1,1,1,6
DALTON,65_1,1,1,26
DALTON,65_1,1,1,33
DALTON,65_1,1,1,22
DALTON,65_1,1,1,32
DALTON,65_1,1,1,14
DALTON,65_1,1,1,25
DALTON,65_1,1,1,35
DALTON,65_1,1,1,34
DALTON,65_1,1,1,11
DALTON,65_1,1,1,50
DALTON,65_1,1,1,15
DALTON,65_1,1,1,19
DALTON,65_1,1,2,33
DALTON,65_1,1,2,47
DALTON,65_1,1,2,7
DALTON,65_1,1,2,30
DALTON,65_1,1,2,78
DALTON,65_1,1,2,71
DALTON,65_1,1,2,1
DALTON,65_1,1,2,27
DALTON,65_1,1,2,1
DALTON,65_1,1,2,19
DALTON,65_1,1,2,36
DALTON,65_1,1,2,32
DALTON,65_1,1,2,36
DALTON,65_1,1,2,24
DALTON,65_1,1,2,13
DALTON,52_1,1,1,25
DALTON,52_1,1,1,11
DALTON,52_1,1,1,2
DALTON,52_1,1,1,0
DALTON,52_1,1,1,34
DALTON,52_1,1,1,25
DALTON,52_1,1,1,9
DALTON,52_1,1,1,10
DALTON,52_1,1,1,32
DALTON,52_1,1,1,12
DALTON,52_1,1,1,18
DALTON,52_1,1,1,36
DALTON,52_1,1,1,30
DALTON,52_1,1,1,35
DALTON,52_1,1,1,15
DALTON,52_1,1,2,16
DALTON,52_1,1,2,8
DALTON,52_1,1,2,13
DALTON,52_1,1,2,12
DALTON,52_1,1,2,16
DALTON,52_1,1,2,26
DALTON,52_1,1,2,12
DALTON,52_1,1,2,11
DALTON,52_1,1,2,36
DALTON,52_1,1,2,47
DALTON,52_1,1,2,6
DALTON,52_1,1,2,30
DALTON,52_1,1,2,1
DALTON,52_1,1,2,12
DALTON,52_1,1,2,6
DALTON,11_0,0,1,53
DALTON,11_0,0,1,29
DALTON,11_0,0,1,13
DALTON,11_0,0,1,47
DALTON,11_0,0,1,7
DALTON,11_0,0,1,9
DALTON,11_0,0,1,7
DALTON,11_0,0,1,8
DALTON,11_0,0,1,8
DALTON,11_0,0,1,10
DALTON,11_0,0,1,15
DALTON,11_0,0,1,4
DALTON,11_0,0,1,2
DALTON,11_0,0,1,3
DALTON,11_0,0,1,4
DALTON,11_0,0,2,5
DALTON,11_0,0,2,5
DALTON,11_0,0,2,6
DALTON,11_0,0,2,15
DALTON,11_0,0,2,1
DALTON,11_0,0,2,2
DALTON,11_0,0,2,39
DALTON,11_0,0,2,5
DALTON,11_0,0,2,0
DALTON,11_0,0,2,10
DALTON,11_0,0,2,7
DALTON,11_0,0,2,7
DALTON,11_0,0,2,7
DALTON,11_0,0,2,1
DALTON,11_0,0,2,0
DALTON,58_0,0,1,3
DALTON,58_0,0,1,14
DALTON,58_0,0,1,2
DALTON,58_0,0,1,5
DALTON,58_0,0,1,6
DALTON,58_0,0,1,13
DALTON,58_0,0,1,4
DALTON,58_0,0,1,22
DALTON,58_0,0,1,2
DALTON,58_0,0,1,14
DALTON,58_0,0,1,12
DALTON,58_0,0,1,7
DALTON,58_0,0,1,14
DALTON,58_0,0,1,7
DALTON,58_0,0,1,
DALTON,58_0,0,2,5
DALTON,58_0,0,2,0
DALTON,58_0,0,2,3
DALTON,58_0,0,2,0
DALTON,58_0,0,2,2
DALTON,58_0,0,2,4
DALTON,58_0,0,2,0
DALTON,58_0,0,2,6
DALTON,58_0,0,2,4
DALTON,58_0,0,2,7
DALTON,58_0,0,2,3
DALTON,58_0,0,2,20
DALTON,58_0,0,2,10
DALTON,58_0,0,2,2
DALTON,58_0,0,2,1
DALTON,10_0,0,1,0
DALTON,10_0,0,1,0
DALTON,10_0,0,1,3
DALTON,10_0,0,1,3
DALTON,10_0,0,1,4
DALTON,10_0,0,1,20
DALTON,10_0,0,1,1
DALTON,10_0,0,1,2
DALTON,10_0,0,1,1
DALTON,10_0,0,1,3
DALTON,10_0,0,1,4
DALTON,10_0,0,1,2
DALTON,10_0,0,1,0
DALTON,10_0,0,1,3
DALTON,10_0,0,1,2
DALTON,10_0,0,2,1
DALTON,10_0,0,2,4
DALTON,10_0,0,2,2
DALTON,10_0,0,2,1
DALTON,10_0,0,2,6
DALTON,10_0,0,2,3
DALTON,10_0,0,2,5
DALTON,10_0,0,2,6
DALTON,10_0,0,2,0
DALTON,10_0,0,2,0
DALTON,10_0,0,2,0
DALTON,10_0,0,2,7
DALTON,10_0,0,2,0
DALTON,10_0,0,2,1
DALTON,10_0,0,2,0
DALTON,41_1,1,1,3
DALTON,41_1,1,1,9
DALTON,41_1,1,1,1
DALTON,41_1,1,1,41
DALTON,41_1,1,1,8
DALTON,41_1,1,1,38
DALTON,41_1,1,1,32
DALTON,41_1,1,1,0
DALTON,41_1,1,1,0
DALTON,41_1,1,1,9
DALTON,41_1,1,1,31
DALTON,41_1,1,1,15
DALTON,41_1,1,1,29
DALTON,41_1,1,1,0
DALTON,41_1,1,1,19
DALTON,41_1,1,2,42
DALTON,41_1,1,2,1
DALTON,41_1,1,2,29
DALTON,41_1,1,2,29
DALTON,41_1,1,2,213
DALTON,41_1,1,2,1
DALTON,41_1,1,2,9
DALTON,41_1,1,2,24
DALTON,41_1,1,2,0
DALTON,41_1,1,2,3
DALTON,41_1,1,2,0
DALTON,41_1,1,2,24
DALTON,41_1,1,2,10
DALTON,41_1,1,2,20
DALTON,41_1,1,2,7
DALTON,48_1,1,1,25
DALTON,48_1,1,1,129
DALTON,48_1,1,1,1
DALTON,48_1,1,1,3
DALTON,48_1,1,1,0
DALTON,48_1,1,1,1
DALTON,48_1,1,1,1
DALTON,48_1,1,1,28
DALTON,48_1,1,1,43
DALTON,48_1,1,1,17
DALTON,48_1,1,1,19
DALTON,48_1,1,1,4
DALTON,48_1,1,1,17
DALTON,48_1,1,1,12
DALTON,48_1,1,1,23
DALTON,48_1,1,2,6
DALTON,48_1,1,2,17
DALTON,48_1,1,2,12
DALTON,48_1,1,2,50
DALTON,48_1,1,2,4
DALTON,48_1,1,2,7
DALTON,48_1,1,2,20
DALTON,48_1,1,2,12
DALTON,48_1,1,2,2
DALTON,48_1,1,2,39
DALTON,48_1,1,2,11
DALTON,48_1,1,2,16
DALTON,48_1,1,2,41
DALTON,48_1,1,2,1
DALTON,48_1,1,2,7
DALTON,44_0,0,1,4
DALTON,44_0,0,1,0
DALTON,44_0,0,1,0
DALTON,44_0,0,1,0
DALTON,44_0,0,1,0
DALTON,44_0,0,1,7
DALTON,44_0,0,1,0
DALTON,44_0,0,1,5
DALTON,44_0,0,1,14
DALTON,44_0,0,1,0
DALTON,44_0,0,1,0
DALTON,44_0,0,1,14
DALTON,44_0,0,1,13
DALTON,44_0,0,1,5
DALTON,44_0,0,1,0
DALTON,44_0,0,2,9
DALTON,44_0,0,2,0
DALTON,44_0,0,2,3
DALTON,44_0,0,2,0
DALTON,44_0,0,2,3
DALTON,44_0,0,2,23
DALTON,44_0,0,2,2
DALTON,44_0,0,2,18
DALTON,44_0,0,2,20
DALTON,44_0,0,2,66
DALTON,44_0,0,2,9
DALTON,44_0,0,2,5
DALTON,44_0,0,2,3
DALTON,44_0,0,2,7
DALTON,44_0,0,2,0
DALTON,16_2,2,1,34
DALTON,16_2,2,1,9
DALTON,16_2,2,1,39
DALTON,16_2,2,1,10
DALTON,16_2,2,1,121
DALTON,16_2,2,1,3
DALTON,16_2,2,1,6
DALTON,16_2,2,1,4
DALTON,16_2,2,1,3
DALTON,16_2,2,1,41
DALTON,16_2,2,1,103
DALTON,16_2,2,1,1
DALTON,16_2,2,1,1
DALTON,16_2,2,1,7
DALTON,16_2,2,1,2
DALTON,16_2,2,2,15
DALTON,16_2,2,2,96
DALTON,16_2,2,2,181
DALTON,16_2,2,2,15
DALTON,16_2,2,2,9
DALTON,16_2,2,2,59
DALTON,16_2,2,2,36
DALTON,16_2,2,2,1
DALTON,16_2,2,2,4
DALTON,16_2,2,2,2
DALTON,16_2,2,2,5
DALTON,16_2,2,2,6
DALTON,16_2,2,2,3
DALTON,16_2,2,2,4
DALTON,16_2,2,2,
DALTON,8_2,2,1,32
DALTON,8_2,2,1,39
DALTON,8_2,2,1,27
DALTON,8_2,2,1,61
DALTON,8_2,2,1,30
DALTON,8_2,2,1,8
DALTON,8_2,2,1,4
DALTON,8_2,2,1,0
DALTON,8_2,2,1,12
DALTON,8_2,2,1,0
DALTON,8_2,2,1,7
DALTON,8_2,2,1,8
DALTON,8_2,2,1,3
DALTON,8_2,2,1,4
DALTON,8_2,2,1,
DALTON,8_2,2,2,23
DALTON,8_2,2,2,10
DALTON,8_2,2,2,0
DALTON,8_2,2,2,14
DALTON,8_2,2,2,19
DALTON,8_2,2,2,9
DALTON,8_2,2,2,12
DALTON,8_2,2,2,15
DALTON,8_2,2,2,4
DALTON,8_2,2,2,87
DALTON,8_2,2,2,4
DALTON,8_2,2,2,1
DALTON,8_2,2,2,0
DALTON,8_2,2,2,1
DALTON,8_2,2,2,0
DALTON,40_2,2,1,16
DALTON,40_2,2,1,4
DALTON,40_2,2,1,6
DALTON,40_2,2,1,8
DALTON,40_2,2,1,20
DALTON,40_2,2,1,1
DALTON,40_2,2,1,4
DALTON,40_2,2,1,7
DALTON,40_2,2,1,6
DALTON,40_2,2,1,8
DALTON,40_2,2,1,18
DALTON,40_2,2,1,25
DALTON,40_2,2,1,23
DALTON,40_2,2,1,6
DALTON,40_2,2,1,5
DALTON,40_2,2,2,22
DALTON,40_2,2,2,2
DALTON,40_2,2,2,47
DALTON,40_2,2,2,3
DALTON,40_2,2,2,7
DALTON,40_2,2,2,19
DALTON,40_2,2,2,24
DALTON,40_2,2,2,24
DALTON,40_2,2,2,4
DALTON,40_2,2,2,35
DALTON,40_2,2,2,27
DALTON,40_2,2,2,6
DALTON,40_2,2,2,3
DALTON,40_2,2,2,6
DALTON,40_2,2,2,7
DALTON,42_1,1,1,3
DALTON,42_1,1,1,52
DALTON,42_1,1,1,10
DALTON,42_1,1,1,49
DALTON,42_1,1,1,18
DALTON,42_1,1,1,14
DALTON,42_1,1,1,12
DALTON,42_1,1,1,0
DALTON,42_1,1,1,49
DALTON,42_1,1,1,23
DALTON,42_1,1,1,27
DALTON,42_1,1,1,23
DALTON,42_1,1,1,63
DALTON,42_1,1,1,16
DALTON,42_1,1,1,9
DALTON,42_1,1,2,24
DALTON,42_1,1,2,7
DALTON,42_1,1,2,31
DALTON,42_1,1,2,17
DALTON,42_1,1,2,35
DALTON,42_1,1,2,5
DALTON,42_1,1,2,33
DALTON,42_1,1,2,0
DALTON,42_1,1,2,0
DALTON,42_1,1,2,44
DALTON,42_1,1,2,64
DALTON,42_1,1,2,14
DALTON,42_1,1,2,26
DALTON,42_1,1,2,5
DALTON,42_1,1,2,32
STEESE,1_0,0,1,2
STEESE,1_0,0,1,3
STEESE,1_0,0,1,2
STEESE,1_0,0,1,10
STEESE,1_0,0,1,3
STEESE,1_0,0,1,9
STEESE,1_0,0,1,1
STEESE,1_0,0,1,1
STEESE,1_0,0,1,11
STEESE,1_0,0,1,4
STEESE,1_0,0,1,3
STEESE,1_0,0,1,3
STEESE,1_0,0,1,3
STEESE,1_0,0,1,4
STEESE,1_0,0,1,12
STEESE,1_0,0,2,12
STEESE,1_0,0,2,8
STEESE,1_0,0,2,6
STEESE,1_0,0,2,2
STEESE,1_0,0,2,10
STEESE,1_0,0,2,34
STEESE,1_0,0,2,10
STEESE,1_0,0,2,2
STEESE,1_0,0,2,4
STEESE,1_0,0,2,43
STEESE,1_0,0,2,2
STEESE,1_0,0,2,2
STEESE,1_0,0,2,20
STEESE,1_0,0,2,4
STEESE,1_0,0,2,6
STEESE,31_0,0,1,4
STEESE,31_0,0,1,35
STEESE,31_0,0,1,2
STEESE,31_0,0,1,10
STEESE,31_0,0,1,15
STEESE,31_0,0,1,0
STEESE,31_0,0,1,10
STEESE,31_0,0,1,24
STEESE,31_0,0,1,3
STEESE,31_0,0,1,4
STEESE,31_0,0,1,10
STEESE,31_0,0,1,10
STEESE,31_0,0,1,36
STEESE,31_0,0,1,
STEESE,31_0,0,1,
STEESE,31_0,0,2,4
STEESE,31_0,0,2,21
STEESE,31_0,0,2,20
STEESE,31_0,0,2,1
STEESE,31_0,0,2,6
STEESE,31_0,0,2,6
STEESE,31_0,0,2,20
STEESE,31_0,0,2,4
STEESE,31_0,0,2,7
STEESE,31_0,0,2,40
STEESE,31_0,0,2,13
STEESE,31_0,0,2,92
STEESE,31_0,0,2,3
STEESE,31_0,0,2,5
STEESE,31_0,0,2,6
STEESE,9_0,0,1,8
STEESE,9_0,0,1,1
STEESE,9_0,0,1,18
STEESE,9_0,0,1,10
STEESE,9_0,0,1,4
STEESE,9_0,0,1,2
STEESE,9_0,0,1,11
STEESE,9_0,0,1,14
STEESE,9_0,0,1,28
STEESE,9_0,0,1,10
STEESE,9_0,0,1,16
STEESE,9_0,0,1,20
STEESE,9_0,0,1,26
STEESE,9_0,0,1,11
STEESE,9_0,0,1,9
STEESE,9_0,0,2,4
STEESE,9_0,0,2,15
STEESE,9_0,0,2,11
STEESE,9_0,0,2,9
STEESE,9_0,0,2,3
STEESE,9_0,0,2,15
STEESE,9_0,0,2,1
STEESE,9_0,0,2,3
STEESE,9_0,0,2,20
STEESE,9_0,0,2,16
STEESE,9_0,0,2,20
STEESE,9_0,0,2,28
STEESE,9_0,0,2,27
STEESE,9_0,0,2,20
STEESE,9_0,0,2,1
STEESE,6_0,0,1,12
STEESE,6_0,0,1,22
STEESE,6_0,0,1,31
STEESE,6_0,0,1,45
STEESE,6_0,0,1,18
STEESE,6_0,0,1,15
STEESE,6_0,0,1,1
STEESE,6_0,0,1,35
STEESE,6_0,0,1,4
STEESE,6_0,0,1,20
STEESE,6_0,0,1,28
STEESE,6_0,0,1,2
STEESE,6_0,0,1,2
STEESE,6_0,0,1,3
STEESE,6_0,0,1,5
STEESE,6_0,0,2,4
STEESE,6_0,0,2,1
STEESE,6_0,0,2,1
STEESE,6_0,0,2,5
STEESE,6_0,0,2,6
STEESE,6_0,0,2,3
STEESE,6_0,0,2,2
STEESE,6_0,0,2,19
STEESE,6_0,0,2,38
STEESE,6_0,0,2,2
STEESE,6_0,0,2,2
STEESE,6_0,0,2,0
STEESE,6_0,0,2,10
STEESE,6_0,0,2,4
STEESE,6_0,0,2,8