SITE,SITECODE,TREAT,HEIGHT
DALTON,57_2,2,7
DALTON,57_2,2,70
DALTON,57_2,2,40
DALTON,57_2,2,22
DALTON,57_2,2,5
DALTON,57_2,2,39
DALTON,57_2,2,102
DALTON,57_2,2,350
DALTON,57_2,2,7
DALTON,57_2,2,44
DALTON,57_2,2,2
DALTON,57_2,2,5
DALTON,57_2,2,32
DALTON,57_2,2,40
DALTON,57_2,2,10
DALTON,57_2,2,3
DALTON,57_2,2,10
DALTON,57_2,2,62
DALTON,57_2,2,7
DALTON,57_2,2,4
DALTON,57_2,2,15
DALTON,47_2,2,20
DALTON,47_2,2,5
DALTON,47_2,2,23
DALTON,47_2,2,122
DALTON,47_2,2,2
DALTON,47_2,2,4
DALTON,47_2,2,20
DALTON,47_2,2,6
DALTON,47_2,2,72
DALTON,47_2,2,20
DALTON,47_2,2,6
DALTON,47_2,2,3
DALTON,47_2,2,54
DALTON,47_2,2,54
DALTON,47_2,2,15
DALTON,47_2,2,9
DALTON,47_2,2,3
DALTON,47_2,2,3
DALTON,47_2,2,2
DALTON,47_2,2,41
DALTON,47_2,2,4
DALTON,47_2,2,6
DALTON,47_2,2,1
DALTON,47_2,2,0
DALTON,47_2,2,2
DALTON,47_2,2,4
DALTON,47_2,2,140
DALTON,47_2,2,3
DALTON,37_3,3,1
DALTON,37_3,3,10
DALTON,37_3,3,1
DALTON,37_3,3,7
DALTON,37_3,3,1
DALTON,37_3,3,7
DALTON,37_3,3,10
DALTON,37_3,3,3
DALTON,37_3,3,13
DALTON,37_3,3,7
DALTON,37_3,3,15
DALTON,37_3,3,6
DALTON,37_3,3,64
DALTON,37_3,3,4
DALTON,37_3,3,10
DALTON,37_3,3,9
DALTON,37_3,3,1
DALTON,37_3,3,12
DALTON,37_3,3,2
DALTON,37_3,3,6
DALTON,37_3,3,2
DALTON,37_3,3,1
DALTON,37_3,3,16
DALTON,37_3,3,78
DALTON,37_3,3,5
DALTON,37_3,3,8
DALTON,37_3,3,12
DALTON,37_3,3,4
DALTON,37_3,3,5
DALTON,37_3,3,11
DALTON,37_3,3,6
DALTON,37_3,3,
DALTON,15_3,3,5
DALTON,15_3,3,32
DALTON,15_3,3,1
DALTON,15_3,3,40
DALTON,15_3,3,57
DALTON,15_3,3,4
DALTON,15_3,3,15
DALTON,15_3,3,16
DALTON,15_3,3,12
DALTON,15_3,3,7
DALTON,15_3,3,8
DALTON,15_3,3,46
DALTON,15_3,3,4
DALTON,15_3,3,3
DALTON,15_3,3,17
DALTON,15_3,3,12
DALTON,15_3,3,10
DALTON,15_3,3,6
DALTON,15_3,3,2
DALTON,15_3,3,5
DALTON,15_3,3,4
DALTON,15_3,3,5
DALTON,15_3,3,12
DALTON,15_3,3,20
DALTON,15_3,3,26
DALTON,15_3,3,9
DALTON,15_3,3,30
DALTON,15_3,3,4
DALTON,15_3,3,7
DALTON,15_3,3,2
DALTON,55_3,3,7
DALTON,55_3,3,6
DALTON,55_3,3,20
DALTON,55_3,3,64
DALTON,55_3,3,46
DALTON,55_3,3,6
DALTON,55_3,3,4
DALTON,55_3,3,3
DALTON,55_3,3,3
DALTON,55_3,3,2
DALTON,55_3,3,9
DALTON,55_3,3,10
DALTON,55_3,3,7
DALTON,55_3,3,30
DALTON,55_3,3,8
DALTON,55_3,3,2
DALTON,55_3,3,20
DALTON,55_3,3,1
DALTON,55_3,3,6
DALTON,55_3,3,4
DALTON,55_3,3,6
DALTON,55_3,3,1
DALTON,55_3,3,3
DALTON,55_3,3,2
DALTON,55_3,3,14
DALTON,55_3,3,6
DALTON,55_3,3,2
DALTON,55_3,3,4
DALTON,55_3,3,16
DALTON,55_3,3,17
DALTON,54_3,3,6
DALTON,54_3,3,4
DALTON,54_3,3,4
DALTON,54_3,3,3
DALTON,54_3,3,6
DALTON,54_3,3,16
DALTON,54_3,3,6
DALTON,54_3,3,3
DALTON,54_3,3,1
DALTON,54_3,3,9
DALTON,54_3,3,5
DALTON,54_3,3,4
DALTON,54_3,3,47
DALTON,54_3,3,4
DALTON,54_3,3,7
DALTON,54_3,3,4
DALTON,54_3,3,3
DALTON,54_3,3,5
DALTON,54_3,3,3
DALTON,54_3,3,2
DALTON,54_3,3,4
DALTON,54_3,3,5
DALTON,54_3,3,3
DALTON,54_3,3,1
DALTON,54_3,3,4
DALTON,54_3,3,7
DALTON,54_3,3,10
DALTON,54_3,3,2
DALTON,54_3,3,2
DALTON,54_3,3,3
DALTON,14_3,3,1
DALTON,14_3,3,26
DALTON,14_3,3,3
DALTON,14_3,3,7
DALTON,14_3,3,1
DALTON,14_3,3,3
DALTON,14_3,3,2
DALTON,14_3,3,1
DALTON,14_3,3,3
DALTON,14_3,3,2
DALTON,14_3,3,17
DALTON,14_3,3,12
DALTON,14_3,3,4
DALTON,14_3,3,4
DALTON,14_3,3,2
DALTON,14_3,3,15
DALTON,14_3,3,4
DALTON,14_3,3,19
DALTON,14_3,3,14
DALTON,14_3,3,5
DALTON,14_3,3,3
DALTON,14_3,3,1
DALTON,14_3,3,1
DALTON,14_3,3,3
DALTON,14_3,3,6
DALTON,14_3,3,5
DALTON,14_3,3,1
DALTON,14_3,3,3
DALTON,14_3,3,12
DALTON,14_3,3,3
DALTON,7_3,3,19
DALTON,7_3,3,6
DALTON,7_3,3,3
DALTON,7_3,3,1
DALTON,7_3,3,3
DALTON,7_3,3,6
DALTON,7_3,3,1
DALTON,7_3,3,3
DALTON,7_3,3,8
DALTON,7_3,3,3
DALTON,7_3,3,1
DALTON,7_3,3,1
DALTON,7_3,3,16
DALTON,7_3,3,4
DALTON,7_3,3,9
DALTON,7_3,3,4
DALTON,7_3,3,56
DALTON,7_3,3,3
DALTON,7_3,3,22
DALTON,7_3,3,5
DALTON,7_3,3,4
DALTON,7_3,3,1
DALTON,7_3,3,1
DALTON,7_3,3,14
DALTON,7_3,3,4
DALTON,7_3,3,14
DALTON,7_3,3,2
DALTON,7_3,3,10
DALTON,7_3,3,1
DALTON,7_3,3,2
DALTON,12_1_TLS,1,34
DALTON,12_1_TLS,1,8
DALTON,12_1_TLS,1,5
DALTON,12_1_TLS,1,14
DALTON,12_1_TLS,1,17
DALTON,12_1_TLS,1,17
DALTON,12_1_TLS,1,107
DALTON,12_1_TLS,1,7
DALTON,12_1_TLS,1,23
DALTON,12_1_TLS,1,9
DALTON,12_1_TLS,1,0
DALTON,12_1_TLS,1,4
DALTON,12_1_TLS,1,4
DALTON,12_1_TLS,1,23
DALTON,12_1_TLS,1,22
DALTON,12_1_TLS,1,7
DALTON,12_1_TLS,1,17
DALTON,12_1_TLS,1,33
DALTON,12_1_TLS,1,145
DALTON,12_1_TLS,1,52
DALTON,12_1_TLS,1,8
DALTON,12_1_TLS,1,5
DALTON,12_1_TLS,1,40
DALTON,12_1_TLS,1,22
DALTON,12_1_TLS,1,19
DALTON,12_1_TLS,1,16
DALTON,12_1_TLS,1,17
DALTON,12_1_TLS,1,67
DALTON,12_1_TLS,1,25
DALTON,12_1_TLS,1,4
DALTON,50_1_TLS,1,34
DALTON,50_1_TLS,1,2
DALTON,50_1_TLS,1,26
DALTON,50_1_TLS,1,12
DALTON,50_1_TLS,1,55
DALTON,50_1_TLS,1,24
DALTON,50_1_TLS,1,53
DALTON,50_1_TLS,1,28
DALTON,50_1_TLS,1,16
DALTON,50_1_TLS,1,33
DALTON,50_1_TLS,1,19
DALTON,50_1_TLS,1,27
DALTON,50_1_TLS,1,19
DALTON,50_1_TLS,1,31
DALTON,50_1_TLS,1,4
DALTON,50_1_TLS,1,94
DALTON,50_1_TLS,1,7
DALTON,50_1_TLS,1,103
DALTON,50_1_TLS,1,9
DALTON,50_1_TLS,1,44
DALTON,50_1_TLS,1,14
DALTON,50_1_TLS,1,6
DALTON,50_1_TLS,1,39
DALTON,50_1_TLS,1,106
DALTON,50_1_TLS,1,37
DALTON,50_1_TLS,1,17
DALTON,50_1_TLS,1,68
DALTON,50_1_TLS,1,38
DALTON,50_1_TLS,1,26
DALTON,50_1_TLS,1,25
DALTON,64_1_TLS,1,41
DALTON,64_1_TLS,1,38
DALTON,64_1_TLS,1,10
DALTON,64_1_TLS,1,31
DALTON,64_1_TLS,1,39
DALTON,64_1_TLS,1,8
DALTON,64_1_TLS,1,44
DALTON,64_1_TLS,1,17
DALTON,64_1_TLS,1,19
DALTON,64_1_TLS,1,36
DALTON,64_1_TLS,1,18
DALTON,64_1_TLS,1,67
DALTON,64_1_TLS,1,30
DALTON,64_1_TLS,1,0
DALTON,64_1_TLS,1,16
DALTON,64_1_TLS,1,30
DALTON,64_1_TLS,1,26
DALTON,64_1_TLS,1,13
DALTON,64_1_TLS,1,10
DALTON,64_1_TLS,1,37
DALTON,64_1_TLS,1,17
DALTON,64_1_TLS,1,33
DALTON,64_1_TLS,1,7
DALTON,64_1_TLS,1,53
DALTON,64_1_TLS,1,27
DALTON,64_1_TLS,1,8
DALTON,64_1_TLS,1,43
DALTON,64_1_TLS,1,20
DALTON,64_1_TLS,1,64
DALTON,64_1_TLS,1,36
DALTON,65_1_TLS,1,16
DALTON,65_1_TLS,1,4
DALTON,65_1_TLS,1,6
DALTON,65_1_TLS,1,26
DALTON,65_1_TLS,1,33
DALTON,65_1_TLS,1,22
DALTON,65_1_TLS,1,32
DALTON,65_1_TLS,1,14
DALTON,65_1_TLS,1,25
DALTON,65_1_TLS,1,35
DALTON,65_1_TLS,1,34
DALTON,65_1_TLS,1,11
DALTON,65_1_TLS,1,50
DALTON,65_1_TLS,1,15
DALTON,65_1_TLS,1,19
DALTON,65_1_TLS,1,33
DALTON,65_1_TLS,1,47
DALTON,65_1_TLS,1,7
DALTON,65_1_TLS,1,30
DALTON,65_1_TLS,1,78
DALTON,65_1_TLS,1,71
DALTON,65_1_TLS,1,1
DALTON,65_1_TLS,1,27
DALTON,65_1_TLS,1,1
DALTON,65_1_TLS,1,19
DALTON,65_1_TLS,1,36
DALTON,65_1_TLS,1,32
DALTON,65_1_TLS,1,36
DALTON,65_1_TLS,1,24
DALTON,65_1_TLS,1,13
DALTON,52_1,1,25
DALTON,52_1,1,11
DALTON,52_1,1,2
DALTON,52_1,1,0
DALTON,52_1,1,34
DALTON,52_1,1,25
DALTON,52_1,1,9
DALTON,52_1,1,10
DALTON,52_1,1,32
DALTON,52_1,1,12
DALTON,52_1,1,18
DALTON,52_1,1,36
DALTON,52_1,1,30
DALTON,52_1,1,35
DALTON,52_1,1,15
DALTON,52_1,1,16
DALTON,52_1,1,8
DALTON,52_1,1,13
DALTON,52_1,1,12
DALTON,52_1,1,16
DALTON,52_1,1,26
DALTON,52_1,1,12
DALTON,52_1,1,11
DALTON,52_1,1,36
DALTON,52_1,1,47
DALTON,52_1,1,6
DALTON,52_1,1,30
DALTON,52_1,1,1
DALTON,52_1,1,12
DALTON,52_1,1,6
DALTON,11_0,0,53
DALTON,11_0,0,29
DALTON,11_0,0,13
DALTON,11_0,0,47
DALTON,11_0,0,7
DALTON,11_0,0,9
DALTON,11_0,0,7
DALTON,11_0,0,8
DALTON,11_0,0,8
DALTON,11_0,0,10
DALTON,11_0,0,15
DALTON,11_0,0,4
DALTON,11_0,0,2
DALTON,11_0,0,3
DALTON,11_0,0,4
DALTON,11_0,0,5
DALTON,11_0,0,5
DALTON,11_0,0,6
DALTON,11_0,0,15
DALTON,11_0,0,1
DALTON,11_0,0,2
DALTON,11_0,0,39
DALTON,11_0,0,5
DALTON,11_0,0,0
DALTON,11_0,0,10
DALTON,11_0,0,7
DALTON,11_0,0,7
DALTON,11_0,0,7
DALTON,11_0,0,1
DALTON,11_0,0,0
DALTON,58_0,0,3
DALTON,58_0,0,14
DALTON,58_0,0,2
DALTON,58_0,0,5
DALTON,58_0,0,6
DALTON,58_0,0,13
DALTON,58_0,0,4
DALTON,58_0,0,22
DALTON,58_0,0,2
DALTON,58_0,0,14
DALTON,58_0,0,12
DALTON,58_0,0,7
DALTON,58_0,0,14
DALTON,58_0,0,7
DALTON,58_0,0,
DALTON,58_0,0,5
DALTON,58_0,0,0
DALTON,58_0,0,3
DALTON,58_0,0,0
DALTON,58_0,0,2
DALTON,58_0,0,4
DALTON,58_0,0,0
DALTON,58_0,0,6
DALTON,58_0,0,4
DALTON,58_0,0,7
DALTON,58_0,0,3
DALTON,58_0,0,20
DALTON,58_0,0,10
DALTON,58_0,0,2
DALTON,58_0,0,1
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,3
DALTON,10_0_TLS,0,3
DALTON,10_0_TLS,0,4
DALTON,10_0_TLS,0,20
DALTON,10_0_TLS,0,1
DALTON,10_0_TLS,0,2
DALTON,10_0_TLS,0,1
DALTON,10_0_TLS,0,3
DALTON,10_0_TLS,0,4
DALTON,10_0_TLS,0,2
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,3
DALTON,10_0_TLS,0,2
DALTON,10_0_TLS,0,1
DALTON,10_0_TLS,0,4
DALTON,10_0_TLS,0,2
DALTON,10_0_TLS,0,1
DALTON,10_0_TLS,0,6
DALTON,10_0_TLS,0,3
DALTON,10_0_TLS,0,5
DALTON,10_0_TLS,0,6
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,7
DALTON,10_0_TLS,0,0
DALTON,10_0_TLS,0,1
DALTON,10_0_TLS,0,0
DALTON,41_1,1,3
DALTON,41_1,1,9
DALTON,41_1,1,1
DALTON,41_1,1,41
DALTON,41_1,1,8
DALTON,41_1,1,38
DALTON,41_1,1,32
DALTON,41_1,1,0
DALTON,41_1,1,0
DALTON,41_1,1,9
DALTON,41_1,1,31
DALTON,41_1,1,15
DALTON,41_1,1,29
DALTON,41_1,1,0
DALTON,41_1,1,19
DALTON,41_1,1,42
DALTON,41_1,1,1
DALTON,41_1,1,29
DALTON,41_1,1,29
DALTON,41_1,1,213
DALTON,41_1,1,1
DALTON,41_1,1,9
DALTON,41_1,1,24
DALTON,41_1,1,0
DALTON,41_1,1,3
DALTON,41_1,1,0
DALTON,41_1,1,24
DALTON,41_1,1,10
DALTON,41_1,1,20
DALTON,41_1,1,7
DALTON,48_1,1,25
DALTON,48_1,1,129
DALTON,48_1,1,1
DALTON,48_1,1,3
DALTON,48_1,1,0
DALTON,48_1,1,1
DALTON,48_1,1,1
DALTON,48_1,1,28
DALTON,48_1,1,43
DALTON,48_1,1,17
DALTON,48_1,1,19
DALTON,48_1,1,4
DALTON,48_1,1,17
DALTON,48_1,1,12
DALTON,48_1,1,23
DALTON,48_1,1,6
DALTON,48_1,1,17
DALTON,48_1,1,12
DALTON,48_1,1,50
DALTON,48_1,1,4
DALTON,48_1,1,7
DALTON,48_1,1,20
DALTON,48_1,1,12
DALTON,48_1,1,2
DALTON,48_1,1,39
DALTON,48_1,1,11
DALTON,48_1,1,16
DALTON,48_1,1,41
DALTON,48_1,1,1
DALTON,48_1,1,7
DALTON,44_0,0,4
DALTON,44_0,0,0
DALTON,44_0,0,0
DALTON,44_0,0,0
DALTON,44_0,0,0
DALTON,44_0,0,7
DALTON,44_0,0,0
DALTON,44_0,0,5
DALTON,44_0,0,14
DALTON,44_0,0,0
DALTON,44_0,0,0
DALTON,44_0,0,14
DALTON,44_0,0,13
DALTON,44_0,0,5
DALTON,44_0,0,0
DALTON,44_0,0,9
DALTON,44_0,0,0
DALTON,44_0,0,3
DALTON,44_0,0,0
DALTON,44_0,0,3
DALTON,44_0,0,23
DALTON,44_0,0,2
DALTON,44_0,0,18
DALTON,44_0,0,20
DALTON,44_0,0,66
DALTON,44_0,0,9
DALTON,44_0,0,5
DALTON,44_0,0,3
DALTON,44_0,0,7
DALTON,44_0,0,0
DALTON,16_2,2,34
DALTON,16_2,2,9
DALTON,16_2,2,39
DALTON,16_2,2,10
DALTON,16_2,2,121
DALTON,16_2,2,3
DALTON,16_2,2,6
DALTON,16_2,2,4
DALTON,16_2,2,3
DALTON,16_2,2,41
DALTON,16_2,2,103
DALTON,16_2,2,1
DALTON,16_2,2,1
DALTON,16_2,2,7
DALTON,16_2,2,2
DALTON,16_2,2,15
DALTON,16_2,2,96
DALTON,16_2,2,181
DALTON,16_2,2,15
DALTON,16_2,2,9
DALTON,16_2,2,59
DALTON,16_2,2,36
DALTON,16_2,2,1
DALTON,16_2,2,4
DALTON,16_2,2,2
DALTON,16_2,2,5
DALTON,16_2,2,6
DALTON,16_2,2,3
DALTON,16_2,2,4
DALTON,16_2,2,
DALTON,8_2,2,32
DALTON,8_2,2,39
DALTON,8_2,2,27
DALTON,8_2,2,61
DALTON,8_2,2,30
DALTON,8_2,2,8
DALTON,8_2,2,4
DALTON,8_2,2,0
DALTON,8_2,2,12
DALTON,8_2,2,0
DALTON,8_2,2,7
DALTON,8_2,2,8
DALTON,8_2,2,3
DALTON,8_2,2,4
DALTON,8_2,2,
DALTON,8_2,2,23
DALTON,8_2,2,10
DALTON,8_2,2,0
DALTON,8_2,2,14
DALTON,8_2,2,19
DALTON,8_2,2,9
DALTON,8_2,2,12
DALTON,8_2,2,15
DALTON,8_2,2,4
DALTON,8_2,2,87
DALTON,8_2,2,4
DALTON,8_2,2,1
DALTON,8_2,2,0
DALTON,8_2,2,1
DALTON,8_2,2,0
DALTON,40_2,2,16
DALTON,40_2,2,4
DALTON,40_2,2,6
DALTON,40_2,2,8
DALTON,40_2,2,20
DALTON,40_2,2,1
DALTON,40_2,2,4
DALTON,40_2,2,7
DALTON,40_2,2,6
DALTON,40_2,2,8
DALTON,40_2,2,18
DALTON,40_2,2,25
DALTON,40_2,2,23
DALTON,40_2,2,6
DALTON,40_2,2,5
DALTON,40_2,2,22
DALTON,40_2,2,2
DALTON,40_2,2,47
DALTON,40_2,2,3
DALTON,40_2,2,7
DALTON,40_2,2,19
DALTON,40_2,2,24
DALTON,40_2,2,24
DALTON,40_2,2,4
DALTON,40_2,2,35
DALTON,40_2,2,27
DALTON,40_2,2,6
DALTON,40_2,2,3
DALTON,40_2,2,6
DALTON,40_2,2,7
DALTON,42_1,1,3
DALTON,42_1,1,52
DALTON,42_1,1,10
DALTON,42_1,1,49
DALTON,42_1,1,18
DALTON,42_1,1,14
DALTON,42_1,1,12
DALTON,42_1,1,0
DALTON,42_1,1,49
DALTON,42_1,1,23
DALTON,42_1,1,27
DALTON,42_1,1,23
DALTON,42_1,1,63
DALTON,42_1,1,16
DALTON,42_1,1,9
DALTON,42_1,1,24
DALTON,42_1,1,7
DALTON,42_1,1,31
DALTON,42_1,1,17
DALTON,42_1,1,35
DALTON,42_1,1,5
DALTON,42_1,1,33
DALTON,42_1,1,0
DALTON,42_1,1,0
DALTON,42_1,1,44
DALTON,42_1,1,64
DALTON,42_1,1,14
DALTON,42_1,1,26
DALTON,42_1,1,5
DALTON,42_1,1,32